Serial#,Property_type,Price,Location,City,bathroom,purpose,bedroom,Area in Marla
1203,House,6642000,Northern Bypass,Karachi,3,For Sale,3,5
1204,House,9205000,Northern Bypass,Karachi,4,For Sale,3,11
1205,House,12500000,Fazaia Housing Scheme,Karachi,5,For Sale,4,11
1207,House,16500000,Gulistan-e-Jauhar,Karachi,4,For Sale,4,4.8
1209,Flat,2120000,Gadap Town,Karachi,1,For Sale,2,8.1
1210,House,8500000,I-14,Islamabad,3,For Sale,4,3
1211,House,22000000,DHA Defence,Islamabad,4,For Sale,6,10
1212,Flat,9500000,D-17,Islamabad,3,For Sale,3,7.1
1213,Flat,45000,E-11,Islamabad,2,For Rent,2,5.6
1214,Lower Portion,65000,I-8,Islamabad,4,For Rent,3,12.4
1215,House,180000,E-11,Islamabad,6,For Rent,6,20
1216,House,100000,DHA Defence,Islamabad,5,For Rent,5,20
1217,House,120000,DHA Defence,Islamabad,6,For Rent,5,20
1218,House,100000,DHA Defence,Islamabad,6,For Rent,5,20
1220,House,90000,Bahria Town,Islamabad,6,For Rent,5,12
1221,House,50000,Bahria Town,Islamabad,6,For Rent,3,5
1222,House,4200000,Tarlai,Islamabad,3,For Sale,5,4
1223,House,35000000,G-13,Islamabad,6,For Sale,6,10.9
1224,House,14000000,PWD Housing Scheme,Islamabad,4,For Sale,4,6.7
1225,House,4300000,Simly Dam Road,Islamabad,3,For Sale,2,5
1230,House,16500000,I-9,Islamabad,4,For Sale,5,6
1232,House,4500000,Burma Town,Islamabad,3,For Sale,2,4
1233,Flat,6500000,DHA Defence,Islamabad,2,For Sale,2,6.3
1234,House,40000000,Emaar Canyon Views,Islamabad,6,For Sale,5,20
1236,House,40000000,PWD Housing Scheme,Islamabad,6,For Sale,6,20
1237,House,4700000,Lehtarar Road,Islamabad,5,For Sale,5,5
1239,House,14000000,F-17,Islamabad,6,For Sale,4,7
1241,House,22500000,Bani Gala,Islamabad,4,For Sale,3,19
1242,House,2300000,Burma Town,Islamabad,3,For Sale,4,3
1243,Flat,8800000,Bahria Town,Islamabad,2,For Sale,2,6.1
1244,House,30000000,National Police Foundation O-9,Islamabad,7,For Sale,4,20
1246,House,4800000,Islamabad Highway,Islamabad,2,For Sale,2,4
1252,House,5200000,Ghauri Town,Islamabad,4,For Sale,3,3
1254,House,12500000,Bani Gala,Islamabad,4,For Sale,4,10
1257,Flat,10000000,The Springs,Islamabad,2,For Sale,2,5.8
1259,House,21000000,G-10,Islamabad,5,For Sale,4,5
1260,House,13500000,Bahria Town,Islamabad,4,For Sale,3,5
1261,Flat,3300000,Soan Garden,Islamabad,2,For Sale,2,3.3
1263,House,2700000,Jhang Syedan,Islamabad,3,For Sale,2,4
1266,House,12500000,Korang Town,Islamabad,5,For Sale,4,5
1267,Flat,11500000,DHA Defence,Islamabad,4,For Sale,3,13
1268,House,17500000,G-15,Islamabad,3,For Sale,2,8
1269,House,16900000,G-10,Islamabad,4,For Sale,3,6
1270,House,22000000,DHA Defence,Islamabad,5,For Sale,6,10
1271,House,21900000,DHA Defence,Islamabad,5,For Sale,6,10
1272,House,22000000,DHA Defence,Islamabad,5,For Sale,5,10
1273,Flat,7800000,Gulberg,Islamabad,2,For Sale,3,4.9
1274,Flat,3900000,G-13,Islamabad,2,For Sale,1,4.2
1275,House,3000000,Bhara kahu,Islamabad,2,For Sale,2,4
1276,House,5200000,Ghauri Town,Islamabad,3,For Sale,2,4
1277,House,14000000,D-17,Islamabad,5,For Sale,5,7
1278,House,3500000,Ghauri Town,Islamabad,2,For Sale,3,5
1281,House,2600000,Arsalan Town,Islamabad,1,For Sale,2,4
1282,House,9700000,Kashmir Highway,Islamabad,6,For Sale,4,5.5
1283,House,5000000,Usman Town,Faisalabad,2,For Sale,3,3
1284,House,14500000,Satiana Road,Faisalabad,6,For Sale,4,10
1285,House,6500000,Zulfiqar Colony,Faisalabad,2,For Sale,3,5
1286,House,15500000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,10
1289,House,37500000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,6,20
1290,Flat,7500000,Bahria Town Rawalpindi,Rawalpindi,3,For Sale,3,4.7
1291,Flat,6000000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,4
1292,Flat,3800000,Bahria Town Rawalpindi,Rawalpindi,1,For Sale,1,2.9
1293,Flat,2700000,Bahria Town Rawalpindi,Rawalpindi,1,For Sale,1,1.8
1294,House,12500000,Bahria Town Rawalpindi,Rawalpindi,5,For Sale,5,7
1295,House,35000000,Westridge,Rawalpindi,6,For Sale,6,11
1297,House,18000000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,10
1298,House,9000000,Gulistan Colony,Rawalpindi,5,For Sale,6,7.6
1299,House,5800000,Adiala Road,Rawalpindi,4,For Sale,4,5
1300,House,9700000,Airport Housing Society,Rawalpindi,7,For Sale,5,6.7
1301,House,17500000,Askari 14,Rawalpindi,3,For Sale,3,10
1303,House,22500000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,10
1304,House,42500000,Satellite Town,Rawalpindi,5,For Sale,5,6
1305,House,11000000,Gulraiz Housing Scheme,Rawalpindi,4,For Sale,4,6.5
1306,House,32500000,Satellite Town,Rawalpindi,2,For Sale,4,11.5
1308,Flat,20000,Bahria Town Rawalpindi,Rawalpindi,1,For Rent,1,3.3
1309,Flat,50000,Bahria Town Rawalpindi,Rawalpindi,1,For Rent,1,3.6
1310,House,38000,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,3,8
1311,Flat,45000,Bahria Town Rawalpindi,Rawalpindi,1,For Rent,1,2.9
1312,Upper Portion,75000,Westridge,Rawalpindi,4,For Rent,4,20
1313,Lower Portion,85000,Westridge,Rawalpindi,3,For Rent,3,20
1315,House,9000000,Cantt,Lahore,5,For Sale,6,6
1316,House,12500000,Johar Town,Lahore,6,For Sale,5,5
1317,House,6900000,Punjab Small Industries Colony,Lahore,4,For Sale,3,3.5
1318,House,3500000,Shalimar Link Road,Lahore,2,For Sale,3,2
1319,Flat,2000000,Airline Housing Society,Lahore,1,For Sale,1,2.4
1321,House,4700000,Airport Road,Lahore,2,For Sale,4,2.5
1322,House,21000000,Bahria Town,Lahore,6,For Sale,5,10
1324,Flat,11700000,Askari,Lahore,3,For Sale,3,10
1325,House,6000000,Kamahan Road,Lahore,4,For Sale,6,5
1326,House,20500000,DHA Defence,Lahore,4,For Sale,3,10
1327,House,12000000,Paragon City,Lahore,4,For Sale,3,5
1328,House,37000000,Bahria Town,Lahore,5,For Sale,4,24
1329,House,4600000,Mehmood Booti,Lahore,2,For Sale,4,5
1332,House,32500000,Gulberg,Lahore,4,For Sale,4,14
1337,House,9000000,Kot Lakhpat,Lahore,3,For Sale,5,4
1338,House,13500000,Pakki Thatti,Lahore,2,For Sale,5,8
1341,House,2300000,Chungi Amar Sadhu,Lahore,2,For Sale,2,1.5
1342,House,8000000,Canal View,Lahore,3,For Sale,4,6
1344,House,19800000,Bahria Town,Lahore,7,For Sale,5,10
1345,House,12500000,Al-Hafiz Town,Lahore,6,For Sale,5,5
1346,House,37000000,Cantt,Lahore,4,For Sale,3,14
1348,House,9800000,Sabzazar Scheme,Lahore,3,For Sale,5,5
1350,House,36500000,DHA Defence,Lahore,5,For Sale,5,20
1351,House,8900000,Cantt,Lahore,2,For Sale,2,5.2
1352,House,10500000,Gulshan-e-Lahore,Lahore,4,For Sale,3,5
1354,House,15000000,Johar Town,Lahore,5,For Sale,5,5
1355,House,8700000,Qadri Colony,Lahore,3,For Sale,5,5
1356,House,9500000,Township,Lahore,3,For Sale,3,4.5
1359,House,9500000,Township,Lahore,3,For Sale,3,4.5
1360,House,24500000,Tariq Gardens,Lahore,5,For Sale,5,10
1361,House,6000000,Hameedpura,Lahore,3,For Sale,3,4
1362,House,18000000,Johar Town,Lahore,4,For Sale,4,7.5
1363,House,9000000,Empress Road,Lahore,3,For Sale,2,6
1364,House,9500000,Johar Town,Lahore,3,For Sale,3,4
1365,House,12500000,Khayaban-e-Jinnah Road,Lahore,3,For Sale,2,10
1366,House,9900000,Al Faisal Town,Lahore,5,For Sale,5,6
1367,House,3200000,Ahmad Housing Society,Lahore,3,For Sale,6,3
1368,House,7200000,Jallo Park Road,Lahore,6,For Sale,6,7
1369,House,37500000,DHA Defence,Lahore,7,For Sale,6,20
1370,House,4000000,Green Cap Housing Society,Lahore,3,For Sale,3,4
1371,House,5000000,Bismillah Housing Scheme,Lahore,2,For Sale,2,3
1372,House,12000000,Fateh Garh,Lahore,4,For Sale,4,5.2
1373,House,12500000,Mustafa Town,Lahore,5,For Sale,3,5
1374,House,22000000,DHA Defence,Lahore,5,For Sale,4,10
1379,House,21500000,PCSIR Housing Scheme,Lahore,4,For Sale,5,10
1380,House,13800000,Military Accounts Housing Society,Lahore,6,For Sale,5,8
1381,House,5000000,Walton Road,Lahore,2,For Sale,2,2.5
1382,House,7500000,GT Road,Lahore,5,For Sale,4,3.5
1387,House,10000000,Jubilee Town,Lahore,5,For Sale,4,5
1388,House,9150000,Park View Villas,Lahore,3,For Sale,4,5
1389,House,7500000,T & T Aabpara Housing Society,Lahore,3,For Sale,3,4
1391,Flat,2500000,Eden,Lahore,2,For Sale,2,3
1392,House,12000000,Cantt,Lahore,5,For Sale,4,4
1394,House,10000000,Sant Nagar,Lahore,4,For Sale,3,4
1395,House,4700000,Ferozepur Road,Lahore,3,For Sale,2,3
1396,House,5200000,Al Rehman Garden,Lahore,5,For Sale,3,3
1397,House,19500000,Township,Lahore,4,For Sale,5,10
1398,House,21800000,Askari,Lahore,5,For Sale,4,10
1399,House,15000000,Samanabad,Lahore,4,For Sale,5,10
1400,House,5500000,Harbanspura,Lahore,1,For Sale,2,3
1401,House,7500000,Johar Town,Lahore,3,For Sale,3,12
1402,House,11500000,Bahria Town,Lahore,3,For Sale,3,5
1403,House,25500000,Bahria Town,Lahore,7,For Sale,6,10
1404,House,8500000,Township,Lahore,4,For Sale,5,5
1405,House,30000000,Allama Iqbal Town,Lahore,6,For Sale,5,10
1406,House,18000000,Lalazar,Lahore,5,For Sale,4,9
1408,House,12000000,Cantt,Lahore,4,For Sale,3,5
1409,House,12500000,Johar Town,Lahore,3,For Sale,3,5
1410,Flat,5000000,Bahria Town,Lahore,1,For Sale,1,2.8
1412,House,5000000,Gulshan-e-Rafique,Faisalabad,5,For Sale,5,3
1413,House,6800000,Rachna Town,Faisalabad,3,For Sale,2,5
1414,House,10500000,Eden Valley,Faisalabad,4,For Sale,3,5
1415,House,8000000,Ghalib City,Faisalabad,4,For Sale,4,5
1416,House,6500000,Sargodha Road,Faisalabad,4,For Sale,4,3.5
1417,House,7200000,Samundari Road,Faisalabad,6,For Sale,3,5
1418,House,14000000,Satiana Road,Faisalabad,5,For Sale,4,10
1419,House,4000000,Jaranwala,Faisalabad,2,For Sale,3,5
1420,Flat,2600000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,3
1422,House,22500000,Bahria Town Rawalpindi,Rawalpindi,4,For Sale,4,16
1424,Flat,135000,Clifton,Karachi,3,For Rent,3,10.7
1428,Lower Portion,15000000,Baloch Colony,Karachi,2,For Sale,2,8
1429,Flat,8500000,Federal B Area,Karachi,3,For Sale,3,6
1430,Flat,12000000,DHA Defence,Karachi,3,For Sale,3,4.7
1433,House,10000000,Bahria Town Karachi,Karachi,3,For Sale,3,6
1435,House,12000000,Gadap Town,Karachi,3,For Sale,3,9.6
1437,House,20000000,Scheme 33,Karachi,3,For Sale,3,8
1438,House,32500000,DHA Defence,Karachi,5,For Sale,4,4
1439,Flat,4000000,North Karachi,Karachi,2,For Sale,3,3.2
1441,House,13500000,Manzoor Colony,Karachi,6,For Sale,6,4.8
1443,House,4000000,Gadap Town,Karachi,3,For Sale,3,3.4
1444,House,14000000,North Karachi,Karachi,6,For Sale,6,5
1445,House,9800000,Anda Mor Road,Karachi,3,For Sale,2,4.8
1446,Lower Portion,8500000,Cantt,Karachi,2,For Sale,3,4.8
1449,Penthouse,11800000,Delhi Colony,Karachi,3,For Sale,3,8
1450,House,3500000,Gadap Town,Karachi,3,For Sale,3,4.8
1451,House,38500000,North Nazimabad,Karachi,3,For Sale,3,16
1453,House,12000000,Airport,Karachi,4,For Sale,6,4.8
1454,Flat,6850000,Gadap Town,Karachi,3,For Sale,3,6.2
1456,Flat,5200000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,5.3
1459,Flat,7500000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,5.4
1460,Flat,6000000,North Nazimabad,Karachi,2,For Sale,2,4
1462,Flat,4000000,Gizri,Karachi,2,For Sale,3,7.1
1463,Flat,10000000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,6
1464,Flat,2100000,Gulshan-e-Iqbal Town,Karachi,1,For Sale,2,2
1465,Flat,3800000,Bahria Town Karachi,Karachi,2,For Sale,2,4.2
1467,Flat,2700000,Anda Mor Road,Karachi,2,For Sale,2,3.6
1468,Lower Portion,2000000,Federal B Area,Karachi,1,For Sale,2,1.8
1469,Flat,30000000,Cantt,Karachi,3,For Sale,3,10
1471,Flat,26000000,Clifton,Karachi,3,For Sale,3,8.2
1472,House,10000000,Liaquatabad,Karachi,1,For Sale,3,3.6
1474,Flat,7000000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,5.3
1476,Flat,2700000,Delhi Colony,Karachi,2,For Sale,3,3.2
1477,Flat,12500000,Jinnah Avenue,Karachi,3,For Sale,3,8.3
1479,House,23000000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,8
1483,Flat,9300000,Gulistan-e-Jauhar,Karachi,4,For Sale,4,8.9
1484,Flat,6500000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,6
1486,Flat,6000000,Federal B Area,Karachi,2,For Sale,3,4.5
1488,Lower Portion,45000,F-11,Islamabad,2,For Rent,2,9.3
1490,Flat,60000,F-11,Islamabad,2,For Rent,2,5.9
1491,Flat,130000,F-10,Islamabad,3,For Rent,3,9.3
1492,Flat,66000,E-11,Islamabad,3,For Rent,3,8
1493,Flat,190000,F-11,Islamabad,4,For Rent,4,17.3
1494,Flat,1800000,Islamabad Highway,Islamabad,1,For Sale,1,1.6
1496,House,14500000,I-10,Islamabad,2,For Sale,4,5
1497,House,13000000,B-17,Islamabad,6,For Sale,6,7.3
1498,House,7500000,Soan Garden,Islamabad,4,For Sale,3,8
1501,Flat,5000000,Pir Sohawa,Islamabad,1,For Sale,1,2.6
1502,House,14200000,Pir Sohawa,Islamabad,2,For Sale,2,7
1503,House,13500000,Ghauri Town,Islamabad,5,For Sale,3,11
1504,House,19700000,Pir Sohawa,Islamabad,2,For Sale,2,9.7
1505,House,25600000,Pir Sohawa,Islamabad,3,For Sale,3,15.9
1506,House,4300000,DHA Defence,Islamabad,2,For Sale,2,5
1507,House,8500000,Bani Gala,Islamabad,6,For Sale,4,7
1508,House,11500000,B-17,Islamabad,6,For Sale,4,8
1514,House,21000000,Bahria Town,Islamabad,6,For Sale,5,10
1515,House,23000000,Bahria Town,Islamabad,6,For Sale,5,10
1516,House,40000000,Bahria Town,Islamabad,7,For Sale,6,20
1517,House,43000000,Bahria Town,Islamabad,7,For Sale,6,20
1518,House,23500000,Bahria Town,Islamabad,6,For Sale,5,10
1520,House,3800000,Ali Pur,Islamabad,2,For Sale,3,5
1522,House,9000000,FECHS,Islamabad,3,For Sale,4,5
1523,House,22000000,DHA Defence,Islamabad,5,For Sale,6,10
1525,Flat,9500000,G-11,Islamabad,2,For Sale,2,4
1529,House,14000000,Pakistan Town,Islamabad,5,For Sale,4,6
1530,Flat,18500000,F-11,Islamabad,3,For Sale,3,12.4
1533,House,13000000,Pakistan Town,Islamabad,5,For Sale,4,6
1534,House,6300000,Shaheen Town,Islamabad,3,For Sale,3,4.4
1535,Flat,16500000,DHA Defence,Islamabad,3,For Sale,3,10
1536,House,7500000,Afshan Colony,Rawalpindi,4,For Sale,5,5
1537,House,8500000,Ghous-e-Azam Road,Rawalpindi,4,For Sale,4,7
1538,House,8500000,Chakri Road,Rawalpindi,6,For Sale,4,7
1540,House,8500000,Peshawar Road,Rawalpindi,6,For Sale,6,6
1541,House,1700000,Girja Road,Rawalpindi,1,For Sale,2,2.5
1544,House,10500000,Bahria Town Rawalpindi,Rawalpindi,4,For Sale,4,7
1545,House,8600000,Airport Housing Society,Rawalpindi,5,For Sale,4,5
1546,House,13500000,Gulraiz Housing Scheme,Rawalpindi,5,For Sale,4,11
1547,House,14000000,Gulraiz Housing Scheme,Rawalpindi,5,For Sale,4,11
1548,House,12500000,Gulraiz Housing Scheme,Rawalpindi,5,For Sale,4,10
1549,House,42500000,Satellite Town,Rawalpindi,5,For Sale,5,11
1550,House,6500000,Dhoke Banaras Road,Rawalpindi,3,For Sale,2,6
1551,House,12600000,Bahria Town Rawalpindi,Rawalpindi,5,For Sale,6,7
1553,House,33000000,Chaklala Scheme,Rawalpindi,6,For Sale,6,20
1554,House,12500000,PWD Colony,Rawalpindi,2,For Sale,2,10
1555,House,12000000,Gulraiz Housing Scheme,Rawalpindi,5,For Sale,4,10
1556,House,27500000,Chaklala Scheme,Rawalpindi,7,For Sale,6,13
1557,House,8500000,Gulzar-e-Quaid Housing Society,Rawalpindi,3,For Sale,0,6
1560,House,13000000,Bahria Town Rawalpindi,Rawalpindi,5,For Sale,5,7
1563,House,12000000,Bahria Town Rawalpindi,Rawalpindi,4,For Sale,4,7
1564,House,11000000,Dhoke Banaras Road,Rawalpindi,5,For Sale,4,10
1565,House,14500000,Bahria Town Rawalpindi,Rawalpindi,4,For Sale,5,7
1566,House,3800000,Adiala Road,Rawalpindi,2,For Sale,2,5
1567,House,40000000,Bahria Town Rawalpindi,Rawalpindi,5,For Sale,5,20
1568,House,6000000,Adiala Road,Rawalpindi,3,For Sale,3,5
1569,House,43000000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,20
1571,House,13500000,New Lalazar,Rawalpindi,6,For Sale,6,12
1572,House,43500000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,20
1573,House,42500000,Bahria Town Rawalpindi,Rawalpindi,7,For Sale,6,20
1575,Upper Portion,18000,Ayub Colony,Rawalpindi,2,For Rent,2,6
1576,Upper Portion,20000,Bahria Town Rawalpindi,Rawalpindi,2,For Rent,2,9
1582,House,80000,Bahria Town Rawalpindi,Rawalpindi,5,For Rent,4,10
1583,Flat,40000,Bahria Town Rawalpindi,Rawalpindi,1,For Rent,1,3.8
1584,House,70000,Bahria Town Rawalpindi,Rawalpindi,6,For Rent,6,10
1585,Upper Portion,52000,Satellite Town,Rawalpindi,4,For Rent,4,10
1586,Upper Portion,16000,Chaklala Scheme,Rawalpindi,2,For Rent,2,6
1588,Upper Portion,30000,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,3,5
1589,House,30000,Peshawar Road,Rawalpindi,3,For Rent,4,5
1591,Upper Portion,16000,Ayub Colony,Rawalpindi,2,For Rent,2,6
1593,Flat,23000,Rawat,Rawalpindi,2,For Rent,2,3.1
1594,Upper Portion,32000,Shams Abad,Rawalpindi,3,For Rent,3,10
1596,Lower Portion,35000,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,2,10
1597,House,20000,Range Road,Rawalpindi,3,For Rent,3,5
1599,House,30000,Committee Chowk,Rawalpindi,3,For Rent,4,5
1600,Lower Portion,50000,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,2,20
1602,House,16500000,Eden,Lahore,4,For Sale,4,10
1603,House,6000000,Ashraf Garden,Lahore,3,For Sale,2,4
1604,House,8500000,Johar Town,Lahore,3,For Sale,3,3
1606,House,25000000,Samanabad,Lahore,3,For Sale,3,12
1607,House,30000000,DHA Defence,Lahore,5,For Sale,4,10
1610,House,28500000,DHA Defence,Lahore,6,For Sale,4,10
1611,House,9500000,Park View Villas,Lahore,4,For Sale,4,10
1612,House,22000000,Bahria Town,Lahore,6,For Sale,5,10
1614,House,6000000,Al-Kabir Town,Lahore,4,For Sale,3,3
1615,House,4000000,Bismillah Housing Scheme,Lahore,4,For Sale,3,5
1616,House,4300000,Nishat Colony,Lahore,2,For Sale,4,4
1619,House,9500000,College Road,Lahore,4,For Sale,4,4
1621,House,4700000,Aashiana Road,Lahore,3,For Sale,3,3
1622,House,39000000,Gulberg,Lahore,5,For Sale,4,14
1624,House,14000000,Ali View Park,Lahore,4,For Sale,4,8
1625,House,26500000,Divine Gardens,Lahore,6,For Sale,5,12
1626,House,10000000,Divine Gardens,Lahore,4,For Sale,3,5
1627,House,15000000,Rail Town (Canal City),Lahore,7,For Sale,5,7.3
1628,House,15000000,Bahria Nasheman,Lahore,4,For Sale,6,8
1629,House,20500000,Bahria Town,Lahore,7,For Sale,5,10
1630,House,8000000,Punjab Small Industries Colony,Lahore,4,For Sale,4,5
1631,House,3500000,Ghaziabad,Lahore,2,For Sale,3,2.5
1633,House,18000000,Sabzazar Scheme,Lahore,3,For Sale,3,10
1634,House,3400000,Kahna,Lahore,2,For Sale,2,2.7
1635,House,19000000,Walton Road,Lahore,3,For Sale,3,10
1636,House,8500000,Bahria Nasheman,Lahore,4,For Sale,3,5
1639,House,15000000,Doctors Housing Society,Lahore,4,For Sale,3,10
1640,House,3800000,Shahdara,Lahore,3,For Sale,3,3
1641,House,2200000,Nishat Colony,Lahore,1,For Sale,2,2
1643,House,9000000,Township,Lahore,5,For Sale,4,3
1645,Flat,7913000,Gulberg,Lahore,1,For Sale,1,1.7
1646,House,44000000,Gulberg,Lahore,5,For Sale,5,20
1647,House,3200000,Aashiana Road,Lahore,2,For Sale,2,4
1648,House,2400000,Shahdara,Lahore,2,For Sale,3,3.5
1650,House,6600000,Vital Homes Housing Scheme,Lahore,3,For Sale,3,3
1652,House,9500000,Bilal Gunj,Lahore,3,For Sale,4,3
1655,House,6200000,Sabzazar Scheme,Lahore,2,For Sale,4,3
1656,House,11000000,Paragon City,Lahore,4,For Sale,3,5
1657,House,7500000,Taj Bagh Scheme,Lahore,4,For Sale,3,3.5
1658,House,5000000,Gohawa,Lahore,2,For Sale,3,3
1659,House,7400000,Multan Road,Lahore,4,For Sale,3,4.2
1660,House,13500000,Rehmanpura (Ferozpur Road),Lahore,4,For Sale,5,4
1661,House,5500000,Shadipura,Lahore,1,For Sale,1,5
1662,House,8500000,Swami Nagar,Lahore,4,For Sale,5,5
1663,House,11700000,Baghbanpura,Lahore,3,For Sale,5,4
1664,House,28500000,Valencia Housing Society,Lahore,7,For Sale,6,20
1666,House,31000000,Nasheman-e-Iqbal,Lahore,6,For Sale,5,20
1667,House,18000000,Nasheman-e-Iqbal,Lahore,6,For Sale,5,10
1668,House,29000000,Nasheman-e-Iqbal,Lahore,6,For Sale,6,20
1669,House,20000000,Bahria Town,Lahore,5,For Sale,5,10
1670,House,18000000,Faisal Town,Lahore,4,For Sale,4,10
1671,House,35000000,Lake City,Lahore,6,For Sale,6,20
1672,House,11000000,AWT Army Welfare Trust,Lahore,4,For Sale,4,10
1673,Flat,27100000,Gulberg,Lahore,2,For Sale,3,7.8
1674,House,39500000,DHA Defence,Lahore,6,For Sale,5,20
1677,House,20500000,Askari,Lahore,3,For Sale,3,10
1678,House,15000000,Shadbagh,Lahore,4,For Sale,3,5
1679,House,8500000,Peoples Colony No 2,Faisalabad,3,For Sale,3,5
1681,House,3500000,Satiana Road,Faisalabad,3,For Sale,2,4
1682,House,7000000,Hilal Road,Faisalabad,3,For Sale,2,5
1683,House,9000000,Yousaf Town,Faisalabad,7,For Sale,4,5
1684,House,7000000,Usman Town,Faisalabad,2,For Sale,4,3
1685,House,5000000,Jail Road,Faisalabad,1,For Sale,3,4
1686,House,9000000,Gulbahar Colony,Faisalabad,3,For Sale,3,5.3
1687,House,25000000,Lasani Town,Faisalabad,5,For Sale,4,10
1688,House,4650000,Shahzad Colony,Faisalabad,5,For Sale,5,3
1689,House,13000000,Narwala Road,Faisalabad,3,For Sale,5,6
1690,House,9000000,204 Chak Road,Faisalabad,6,For Sale,4,5
1691,House,4500000,Mansoorabad,Faisalabad,1,For Sale,2,3.5
1692,House,325000,DHA Defence,Karachi,6,For Rent,6,26
1694,Upper Portion,43000,Gulistan-e-Jauhar,Karachi,3,For Rent,3,12
1695,Flat,40000,Jamshed Town,Karachi,3,For Rent,3,6
1697,Lower Portion,18000,North Nazimabad,Karachi,2,For Rent,2,4
1698,House,250000,DHA Defence,Karachi,5,For Rent,4,20
1708,Lower Portion,20000,Scheme 33,Karachi,2,For Rent,3,6.4
1709,Upper Portion,32000,Scheme 33,Karachi,4,For Rent,5,8
1711,Lower Portion,23000,North Karachi,Karachi,3,For Rent,2,5.2
1712,House,18000,University Road,Karachi,2,For Rent,2,4.8
1713,House,32000,Jamshed Town,Karachi,2,For Rent,2,4.4
1717,Upper Portion,23000,North Karachi,Karachi,2,For Rent,2,4.8
1720,House,17000,Gulistan-e-Jauhar,Karachi,2,For Rent,1,4.8
1722,Room,23000,DHA Defence,Karachi,1,For Rent,1,7.1
1724,Flat,3520000,Gadap Town,Karachi,2,For Sale,2,3.6
1726,House,10000000,Federal B Area,Karachi,3,For Sale,6,4.8
1727,Flat,5000000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,7.1
1728,House,21500000,Bahria Town Karachi,Karachi,4,For Sale,4,8
1729,House,7500000,Shah Faisal Town,Karachi,3,For Sale,3,6.4
1731,Flat,7900000,Gadap Town,Karachi,3,For Sale,3,7.9
1732,House,12000000,North Karachi,Karachi,4,For Sale,5,4.8
1733,House,20000000,Shah Faisal Town,Karachi,3,For Sale,5,3.2
1734,Flat,9000000,DHA Defence,Karachi,2,For Sale,2,4.7
1737,House,7500000,North Karachi,Karachi,5,For Sale,5,3.2
1738,House,11500000,Scheme 33,Karachi,7,For Sale,4,4.8
1739,Flat,9500000,Jamshed Town,Karachi,2,For Sale,2,4.9
1741,Flat,16000000,DHA Defence,Karachi,2,For Sale,2,4
1743,Flat,9500000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,5.3
1744,Flat,20000000,DHA Defence,Karachi,3,For Sale,3,6.4
1745,House,12000000,Gadap Town,Karachi,3,For Sale,2,4.8
1759,Upper Portion,7700000,Nazimabad,Karachi,3,For Sale,3,5.3
1760,Flat,31000000,Scheme 33,Karachi,5,For Sale,5,11.1
1761,House,6000000,New Karachi,Karachi,4,For Sale,4,3.2
1763,Flat,4500000,Gulistan-e-Jauhar,Karachi,2,For Sale,2,3
1764,Flat,3230000,Fazaia Housing Scheme,Karachi,2,For Sale,2,5.2
1767,Flat,13000000,Jamshed Town,Karachi,4,For Sale,3,4.8
1769,Upper Portion,4500000,Gulistan-e-Jauhar,Karachi,2,For Sale,4,3
1771,Upper Portion,17500000,Nazimabad,Karachi,3,For Sale,3,8.6
1775,Upper Portion,4000000,Jamshed Town,Karachi,1,For Sale,2,2.4
1777,House,7200000,North Karachi,Karachi,5,For Sale,5,3.2
1778,House,7200000,North Karachi,Karachi,5,For Sale,5,3.2
1779,Flat,40000000,Cantt,Karachi,5,For Sale,3,12.2
1782,Flat,2200000,Falaknaz Presidency,Karachi,2,For Sale,2,3.3
1783,Flat,3500000,Gulistan-e-Jauhar,Karachi,2,For Sale,2,3.8
1784,House,22000000,Bahria Town Karachi,Karachi,3,For Sale,3,8
1785,House,30000000,North Karachi,Karachi,3,For Sale,3,8.4
1786,House,8000000,North Karachi,Karachi,4,For Sale,5,3.4
1787,House,7000000,Bin Qasim Town,Karachi,3,For Sale,4,5.6
1788,House,32500000,Gulistan-e-Jauhar,Karachi,6,For Sale,6,9.6
1791,Flat,14300000,Gulistan-e-Jauhar,Karachi,6,For Sale,4,12
1795,House,12000000,Malir,Karachi,2,For Sale,2,4.6
1799,Flat,4000000,North Nazimabad,Karachi,2,For Sale,2,3.2
